ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
470,215,12,-3,0,200,10,80,20,800,400,20,12,30
482,212,12,-3,0,200,10,80,20,800,400,20,12,30
494,209,12,-3,0,200,10,80,20,800,400,20,12,30
506,206,12,-3,0,200,10,80,20,800,400,20,12,30
518,203,12,-3,0,200,10,80,20,800,400,20,12,30
530,200,12,-3,0,200,10,80,20,800,400,20,12,30
542,197,12,-3,0,200,10,80,20,800,400,20,12,30
554,194,12,-3,0,200,10,80,20,800,400,20,12,30
566,191,12,-3,0,200,10,80,20,800,400,20,12,30
578,188,12,-3,0,200,10,80,20,800,400,20,12,30
590,185,12,-3,0,200,10,80,20,800,400,20,12,30
602,182,12,-3,0,200,10,80,20,800,400,20,12,30
614,179,12,-3,0,200,10,80,20,800,400,20,12,30
626,176,12,-3,0,200,10,80,20,800,400,20,12,30
638,173,12,-3,0,200,10,80,20,800,400,20,12,30
650,170,12,-3,0,200,10,80,20,800,400,20,12,30
662,167,12,-3,0,200,10,80,20,800,400,20,12,30
674,164,12,-3,0,200,10,80,20,800,400,20,12,30
686,161,12,-3,0,200,10,80,20,800,400,20,12,30
698,158,12,-3,0,200,10,80,20,800,400,20,12,30
710,155,12,-3,0,200,10,80,20,800,400,20,12,30
722,152,12,-3,0,200,10,80,20,800,400,20,12,30
734,149,12,-3,0,200,10,80,20,800,400,20,12,30
746,146,12,-3,0,200,10,80,20,800,400,20,12,30
758,143,12,-3,0,200,10,80,20,800,400,20,12,30
770,140,12,-3,0,200,10,80,20,800,400,20,12,30
782,137,12,-3,0,200,10,80,20,800,400,20,12,30
758,192,-12,-8,0,200,10,80,20,800,400,20,12,30
746,184,-12,-8,0,200,10,80,20,800,400,20,12,30
734,176,-12,-8,0,200,10,80,20,800,400,20,12,30
722,168,-12,-8,0,200,10,80,20,800,400,20,12,30
710,160,-12,-8,0,200,10,80,20,800,400,20,12,30
698,152,-12,-8,0,200,10,80,20,800,400,20,12,30
686,144,-12,-8,0,200,10,80,20,800,400,20,12,30
674,136,-12,-8,0,200,10,80,20,800,400,20,12,30
662,128,-12,-8,0,200,10,80,20,800,400,20,12,30
650,120,-12,-8,0,200,10,80,20,800,400,20,12,30
638,112,-12,-8,0,200,10,80,20,800,400,20,12,30
626,104,-12,-8,0,200,10,80,20,800,400,20,12,30
614,96,-12,-8,0,200,10,80,20,800,400,20,12,30
602,88,-12,-8,0,200,10,80,20,800,400,20,12,30
590,80,-12,-8,0,200,10,80,20,800,400,20,12,30
578,72,-12,-8,0,200,10,80,20,800,400,20,12,30
566,64,-12,-8,0,200,10,80,20,800,400,20,12,30
554,56,-12,-8,0,200,10,80,20,800,400,20,12,30
542,48,-12,-8,0,200,10,80,20,800,400,20,12,30
530,40,-12,-8,0,200,10,80,20,800,400,20,12,30
518,32,-12,-8,0,200,10,80,20,800,400,20,12,30
506,40,-12,8,0,200,10,80,20,800,400,20,12,30
494,48,-12,8,0,200,10,80,20,800,400,20,12,30
482,56,-12,8,0,200,10,80,20,800,400,20,12,30
470,64,-12,8,0,200,10,80,20,800,400,20,12,30
458,72,-12,8,0,200,10,80,20,800,400,20,12,30
446,80,-12,8,0,200,10,80,20,800,400,20,12,30
434,88,-12,8,0,200,10,80,20,800,400,20,12,30
422,96,-12,8,0,200,10,80,20,800,400,20,12,30
410,104,-12,8,0,200,10,80,20,800,400,20,12,30
398,112,-12,8,0,200,10,80,20,800,400,20,12,30
386,120,-12,8,0,200,10,80,20,800,400,20,12,30
374,128,-12,8,0,200,10,80,20,800,400,20,12,30
362,136,-12,8,0,200,10,80,20,800,400,20,12,30
350,144,-12,8,0,200,10,80,20,800,400,20,12,30
338,152,-12,8,0,200,10,80,20,800,400,20,12,30
326,160,-12,8,0,200,10,80,20,800,400,20,12,30
314,168,-12,8,0,200,10,80,20,800,400,20,12,30
302,176,-12,8,0,200,10,80,20,800,400,20,12,30
290,184,-12,8,0,200,10,80,20,800,400,20,12,30
278,192,-12,8,0,200,10,80,20,800,400,20,12,30
266,200,-12,8,0,200,10,80,20,800,400,20,12,30
254,208,-12,8,0,200,10,80,20,800,400,20,12,30
242,216,-12,8,0,200,10,80,20,800,400,20,12,30
230,224,-12,8,0,200,10,80,20,800,400,20,12,30
218,232,-12,8,0,200,10,80,20,800,400,20,12,30
206,240,-12,8,0,200,10,80,20,800,400,20,12,30
194,248,-12,8,0,200,10,80,20,800,400,20,12,30
182,256,-12,8,0,200,10,80,20,800,400,20,12,30
170,264,-12,8,0,200,10,80,20,800,400,20,12,30
158,272,-12,8,0,200,10,80,20,800,400,20,12,30
146,280,-12,8,0,200,10,80,20,800,400,20,12,30
134,288,-12,8,0,200,10,80,20,800,400,20,12,30
122,296,-12,8,0,200,10,80,20,800,400,20,12,30
110,304,-12,8,0,200,10,80,20,800,400,20,12,30
98,312,-12,8,0,200,10,80,20,800,400,20,12,30
86,320,-12,8,0,200,10,80,20,800,400,20,12,30
74,328,-12,8,0,200,10,80,20,800,400,20,12,30
62,336,-12,8,0,200,10,80,20,800,400,20,12,30
50,344,-12,8,0,200,10,80,20,800,400,20,12,30
38,352,-12,8,0,200,10,80,20,800,400,20,12,30
50,360,12,8,0,200,10,80,20,800,400,20,12,30
62,368,12,8,0,200,10,80,20,800,400,20,12,30
74,360,12,-8,0,200,10,80,20,800,400,20,12,30
86,352,12,-8,0,200,10,80,20,800,400,20,12,30
98,344,12,-8,0,200,10,80,20,800,400,20,12,30
110,336,12,-8,0,200,10,80,20,800,400,20,12,30
122,328,12,-8,0,200,10,80,20,800,400,20,12,30
134,320,12,-8,0,200,10,80,20,800,400,20,12,30
146,312,12,-8,0,200,10,80,20,800,400,20,12,30
158,304,12,-8,0,200,10,80,20,800,400,20,12,30
170,296,12,-8,0,200,10,80,20,800,400,20,12,30
182,288,12,-8,0,200,10,80,20,800,400,20,12,30
194,280,12,-8,0,200,10,80,20,800,400,20,12,30
206,272,12,-8,0,200,10,80,20,800,400,20,12,30
218,264,12,-8,0,200,10,80,20,800,400,20,12,30
230,256,12,-8,0,200,10,80,20,800,400,20,12,30
242,248,12,-8,0,200,10,80,20,800,400,20,12,30
254,240,12,-8,0,200,10,80,20,800,400,20,12,30
266,232,12,-8,0,200,10,80,20,800,400,20,12,30
278,224,12,-8,0,200,10,80,20,800,400,20,12,30
290,216,12,-8,0,200,10,80,20,800,400,20,12,30
302,208,12,-8,0,200,10,80,20,800,400,20,12,30
314,200,12,-8,0,200,10,80,20,800,400,20,12,30
326,192,12,-8,0,200,10,80,20,800,400,20,12,30
338,184,12,-8,0,200,10,80,20,800,400,20,12,30
350,176,12,-8,0,200,10,80,20,800,400,20,12,30
362,168,12,-8,0,200,10,80,20,800,400,20,12,30
374,160,12,-8,0,200,10,80,20,800,400,20,12,30
386,152,12,-8,0,200,10,80,20,800,400,20,12,30
398,144,12,-8,0,200,10,80,20,800,400,20,12,30
410,136,12,-8,0,200,10,80,20,800,400,20,12,30
422,128,12,-8,0,200,10,80,20,800,400,20,12,30
434,120,12,-8,0,200,10,80,20,800,400,20,12,30
446,112,12,-8,0,200,10,80,20,800,400,20,12,30
458,104,12,-8,0,200,10,80,20,800,400,20,12,30
470,96,12,-8,0,200,10,80,20,800,400,20,12,30
482,88,12,-8,0,200,10,80,20,800,400,20,12,30
494,80,12,-8,0,200,10,80,20,800,400,20,12,30
506,72,12,-8,0,200,10,80,20,800,400,20,12,30
518,64,12,-8,0,200,10,80,20,800,400,20,12,30
530,56,12,-8,0,200,10,80,20,800,400,20,12,30
542,48,12,-8,0,200,10,80,20,800,400,20,12,30
554,40,12,-8,0,200,10,80,20,800,400,20,12,30
566,32,12,-8,0,200,10,80,20,800,400,20,12,30
578,40,12,8,0,200,10,80,20,800,400,20,12,30
590,48,12,8,0,200,10,80,20,800,400,20,12,30
602,56,12,8,0,200,10,80,20,800,400,20,12,30
614,64,12,8,0,200,10,80,20,800,400,20,12,30
626,72,12,8,0,200,10,80,20,800,400,20,12,30
638,80,12,8,0,200,10,80,20,800,400,20,12,30
650,88,12,8,0,200,10,80,20,800,400,20,12,30
662,96,12,8,0,200,10,80,20,800,400,20,12,30
674,104,12,8,0,200,10,80,20,800,400,20,12,30
686,112,12,8,0,200,10,80,20,800,400,20,12,30
698,120,12,8,0,200,10,80,20,800,400,20,12,30
710,128,12,8,0,200,10,80,20,800,400,20,12,30
722,136,12,8,0,200,10,80,20,800,400,20,12,30
734,144,12,8,0,200,10,80,20,800,400,20,12,30
746,152,12,8,0,200,10,80,20,800,400,20,12,30
758,160,12,8,0,200,10,80,20,800,400,20,12,30
770,168,12,8,0,200,10,80,20,800,400,20,12,30
758,176,-12,8,0,200,10,80,20,800,400,20,12,30
746,184,-12,8,0,200,10,80,20,800,400,20,12,30
734,192,-12,8,0,200,10,80,20,800,400,20,12,30
722,200,-12,8,0,200,10,80,20,800,400,20,12,30
710,208,-12,8,0,200,10,80,20,800,400,20,12,30
698,216,-12,8,0,200,10,80,20,800,400,20,12,30
686,224,-12,8,0,200,10,80,20,800,400,20,12,30
674,232,-12,8,0,200,10,80,20,800,400,20,12,30
662,240,-12,8,0,200,10,80,20,800,400,20,12,30
650,248,-12,8,0,200,10,80,20,800,400,20,12,30
638,256,-12,8,0,200,10,80,20,800,400,20,12,30
626,264,-12,8,0,200,10,80,20,800,400,20,12,30
614,272,-12,8,0,200,10,80,20,800,400,20,12,30
602,280,-12,8,0,200,10,80,20,800,400,20,12,30
590,288,-12,8,0,200,10,80,20,800,400,20,12,30
578,296,-12,8,0,200,10,80,20,800,400,20,12,30
566,304,-12,8,0,200,10,80,20,800,400,20,12,30
554,312,-12,8,0,200,10,80,20,800,400,20,12,30
542,320,-12,8,0,200,10,80,20,800,400,20,12,30
530,328,-12,8,0,200,10,80,20,800,400,20,12,30
518,336,-12,8,0,200,10,80,20,800,400,20,12,30
506,344,-12,8,0,200,10,80,20,800,400,20,12,30
494,352,-12,8,0,200,10,80,20,800,400,20,12,30
482,360,-12,8,0,200,10,80,20,800,400,20,12,30
470,368,-12,8,0,200,10,80,20,800,400,20,12,30
458,360,-12,-8,0,200,10,80,20,800,400,20,12,30
446,352,-12,-8,0,200,10,80,20,800,400,20,12,30
434,344,-12,-8,0,200,10,80,20,800,400,20,12,30
422,336,-12,-8,0,200,10,80,20,800,400,20,12,30
410,328,-12,-8,0,200,10,80,20,800,400,20,12,30
398,320,-12,-8,0,200,10,80,20,800,400,20,12,30
386,312,-12,-8,0,200,10,80,20,800,400,20,12,30
374,304,-12,-8,0,200,10,80,20,800,400,20,12,30
362,296,-12,-8,0,200,10,80,20,800,400,20,12,30
350,288,-12,-8,0,200,10,80,20,800,400,20,12,30
338,280,-12,-8,0,200,10,80,20,800,400,20,12,30
326,272,-12,-8,0,200,10,80,20,800,400,20,12,30
314,264,-12,-8,0,200,10,80,20,800,400,20,12,30
302,256,-12,-8,0,200,10,80,20,800,400,20,12,30
290,248,-12,-8,0,200,10,80,20,800,400,20,12,30
278,240,-12,-8,0,200,10,80,20,800,400,20,12,30
266,232,-12,-8,0,200,10,80,20,800,400,20,12,30
254,224,-12,-8,0,200,10,80,20,800,400,20,12,30
242,216,-12,-8,0,200,10,80,20,800,400,20,12,30
230,208,-12,-8,0,200,10,80,20,800,400,20,12,30
218,200,-12,-8,0,200,10,80,20,800,400,20,12,30
206,192,-12,-8,0,200,10,80,20,800,400,20,12,30
194,184,-12,-8,0,200,10,80,20,800,400,20,12,30
182,176,-12,-8,0,200,10,80,20,800,400,20,12,30
170,168,-12,-8,0,200,10,80,20,800,400,20,12,30
158,160,-12,-8,0,200,10,80,20,800,400,20,12,30
146,152,-12,-8,0,200,10,80,20,800,400,20,12,30
134,144,-12,-8,0,200,10,80,20,800,400,20,12,30
122,136,-12,-8,0,200,10,80,20,800,400,20,12,30
110,128,-12,-8,0,200,10,80,20,800,400,20,12,30
98,120,-12,-8,0,200,10,80,20,800,400,20,12,30
86,112,-12,-8,0,200,10,80,20,800,400,20,12,30
74,104,-12,-8,0,200,10,80,20,800,400,20,12,30
62,96,-12,-8,0,200,10,80,20,800,400,20,12,30
50,88,-12,-8,0,200,10,80,20,800,400,20,12,30
38,80,-12,-8,0,200,10,80,20,800,400,20,12,30
50,72,12,-8,0,200,10,80,20,800,400,20,12,30
62,64,12,-8,0,200,10,80,20,800,400,20,12,30
74,56,12,-8,0,200,10,80,20,800,400,20,12,30
86,48,12,-8,0,200,10,80,20,800,400,20,12,30
98,40,12,-8,0,200,10,80,20,800,400,20,12,30
110,32,12,-8,0,200,10,80,20,800,400,20,12,30
122,40,12,8,0,200,10,80,20,800,400,20,12,30
134,48,12,8,0,200,10,80,20,800,400,20,12,30
146,56,12,8,0,200,10,80,20,800,400,20,12,30
158,64,12,8,0,200,10,80,20,800,400,20,12,30
170,72,12,8,0,200,10,80,20,800,400,20,12,30
182,80,12,8,0,200,10,80,20,800,400,20,12,30
194,88,12,8,0,200,10,80,20,800,400,20,12,30
206,96,12,8,0,200,10,80,20,800,400,20,12,30
218,104,12,8,0,200,10,80,20,800,400,20,12,30
230,112,12,8,0,200,10,80,20,800,400,20,12,30
242,120,12,8,0,200,10,80,20,800,400,20,12,30
254,128,12,8,0,200,10,80,20,800,400,20,12,30
266,136,12,8,0,200,10,80,20,800,400,20,12,30
278,144,12,8,0,200,10,80,20,800,400,20,12,30
290,152,12,8,0,200,10,80,20,800,400,20,12,30
302,160,12,8,0,200,10,80,20,800,400,20,12,30
314,168,12,8,0,200,10,80,20,800,400,20,12,30
326,176,12,8,0,200,10,80,20,800,400,20,12,30
338,184,12,8,0,200,10,80,20,800,400,20,12,30
350,192,12,8,0,200,10,80,20,800,400,20,12,30
362,200,12,8,0,200,10,80,20,800,400,20,12,30
374,208,12,8,0,200,10,80,20,800,400,20,12,30
386,216,12,8,0,200,10,80,20,800,400,20,12,30
398,224,12,8,0,200,10,80,20,800,400,20,12,30
410,232,12,8,0,200,10,80,20,800,400,20,12,30
422,240,12,8,0,200,10,80,20,800,400,20,12,30
434,248,12,8,0,200,10,80,20,800,400,20,12,30
446,256,12,8,0,200,10,80,20,800,400,20,12,30
458,264,12,8,0,200,10,80,20,800,400,20,12,30
470,272,12,8,0,200,10,80,20,800,400,20,12,30
482,280,12,8,0,200,10,80,20,800,400,20,12,30
494,288,12,8,0,200,10,80,20,800,400,20,12,30
506,296,12,8,0,200,10,80,20,800,400,20,12,30
518,304,12,8,0,200,10,80,20,800,400,20,12,30
530,312,12,8,0,200,10,80,20,800,400,20,12,30
542,320,12,8,0,200,10,80,20,800,400,20,12,30
554,328,12,8,0,200,10,80,20,800,400,20,12,30
566,336,12,8,0,200,10,80,20,800,400,20,12,30
578,344,12,8,0,200,10,80,20,800,400,20,12,30
590,352,12,8,0,200,10,80,20,800,400,20,12,30
602,360,12,8,0,200,10,80,20,800,400,20,12,30
614,368,12,8,0,200,10,80,20,800,400,20,12,30
626,360,12,-8,0,200,10,80,20,800,400,20,12,30
638,352,12,-8,0,200,10,80,20,800,400,20,12,30
650,344,12,-8,0,200,10,80,20,800,400,20,12,30
662,336,12,-8,0,200,10,80,20,800,400,20,12,30
674,328,12,-8,0,200,10,80,20,800,400,20,12,30
686,320,12,-8,0,200,10,80,20,800,400,20,12,30
698,312,12,-8,0,200,10,80,20,800,400,20,12,30
710,304,12,-8,0,200,10,80,20,800,400,20,12,30
722,296,12,-8,0,200,10,80,20,800,400,20,12,30
734,288,12,-8,0,200,10,80,20,800,400,20,12,30
746,280,12,-8,0,200,10,80,20,800,400,20,12,30
758,272,12,-8,0,200,10,80,20,800,400,20,12,30
770,264,12,-8,0,200,10,80,20,800,400,20,12,30
782,256,12,-8,0,200,10,80,20,800,400,20,12,30
758,201,-12,1,0,200,10,80,20,800,400,20,12,30
746,202,-12,1,0,200,10,80,20,800,400,20,12,30
734,203,-12,1,0,200,10,80,20,800,400,20,12,30
722,204,-12,1,0,200,10,80,20,800,400,20,12,30
710,205,-12,1,0,200,10,80,20,800,400,20,12,30
698,206,-12,1,0,200,10,80,20,800,400,20,12,30
686,207,-12,1,0,200,10,80,20,800,400,20,12,30
674,208,-12,1,0,200,10,80,20,800,400,20,12,30
662,209,-12,1,0,200,10,80,20,800,400,20,12,30
650,210,-12,1,0,200,10,80,20,800,400,20,12,30
638,211,-12,1,0,200,10,80,20,800,400,20,12,30
626,212,-12,1,0,200,10,80,20,800,400,20,12,30
614,213,-12,1,0,200,10,80,20,800,400,20,12,30
602,214,-12,1,0,200,10,80,20,800,400,20,12,30
590,215,-12,1,0,200,10,80,20,800,400,20,12,30
578,216,-12,1,0,200,10,80,20,800,400,20,12,30
566,217,-12,1,0,200,10,80,20,800,400,20,12,30
554,218,-12,1,0,200,10,80,20,800,400,20,12,30
542,219,-12,1,0,200,10,80,20,800,400,20,12,30
530,220,-12,1,0,200,10,80,20,800,400,20,12,30
518,221,-12,1,0,200,10,80,20,800,400,20,12,30
506,222,-12,1,0,200,10,80,20,800,400,20,12,30
494,223,-12,1,0,200,10,80,20,800,400,20,12,30
482,224,-12,1,0,200,10,80,20,800,400,20,12,30
470,225,-12,1,0,200,10,80,20,800,400,20,12,30
458,226,-12,1,0,200,10,80,20,800,400,20,12,30
446,227,-12,1,0,200,10,80,20,800,400,20,12,30
434,228,-12,1,0,200,10,80,20,800,400,20,12,30
422,229,-12,1,0,200,10,80,20,800,400,20,12,30
410,230,-12,1,0,200,10,80,20,800,400,20,12,30
398,231,-12,1,0,200,10,80,20,800,400,20,12,30
386,232,-12,1,0,200,10,80,20,800,400,20,12,30
374,233,-12,1,0,200,10,80,20,800,400,20,12,30
362,234,-12,1,0,200,10,80,20,800,400,20,12,30
350,235,-12,1,0,200,10,80,20,800,400,20,12,30
338,236,-12,1,0,200,10,80,20,800,400,20,12,30
326,237,-12,1,0,200,10,80,20,800,400,20,12,30
314,238,-12,1,0,200,10,80,20,800,400,20,12,30
302,239,-12,1,0,200,10,80,20,800,400,20,12,30
290,240,-12,1,0,200,10,80,20,800,400,20,12,30
278,241,-12,1,0,200,10,80,20,800,400,20,12,30
266,242,-12,1,0,200,10,80,20,800,400,20,12,30
254,243,-12,1,0,200,10,80,20,800,400,20,12,30
242,244,-12,1,0,200,10,80,20,800,400,20,12,30
230,245,-12,1,0,200,10,80,20,800,400,20,12,30
218,246,-12,1,0,200,10,80,20,800,400,20,12,30
206,247,-12,1,0,200,10,80,20,800,400,20,12,30
194,248,-12,1,0,200,10,80,20,800,400,20,12,30
182,249,-12,1,0,200,10,80,20,800,400,20,12,30
170,250,-12,1,0,200,10,80,20,800,400,20,12,30
158,251,-12,1,0,200,10,80,20,800,400,20,12,30
146,252,-12,1,0,200,10,80,20,800,400,20,12,30
134,253,-12,1,0,200,10,80,20,800,400,20,12,30
122,254,-12,1,0,200,10,80,20,800,400,20,12,30
110,255,-12,1,0,200,10,80,20,800,400,20,12,30
98,256,-12,1,0,200,10,80,20,800,400,20,12,30
86,257,-12,1,0,200,10,80,20,800,400,20,12,30
74,258,-12,1,0,200,10,80,20,800,400,20,12,30
62,259,-12,1,0,200,10,80,20,800,400,20,12,30
50,260,-12,1,0,200,10,80,20,800,400,20,12,30
38,261,-12,1,0,200,10,80,20,800,400,20,12,30
50,262,12,1,0,200,10,80,20,800,400,20,12,30
62,263,12,1,0,200,10,80,20,800,400,20,12,30
74,264,12,1,0,200,10,80,20,800,400,20,12,30
86,265,12,1,0,200,10,80,20,800,400,20,12,30
98,266,12,1,0,200,10,80,20,800,400,20,12,30
110,267,12,1,0,200,10,80,20,800,400,20,12,30
122,268,12,1,0,200,10,80,20,800,400,20,12,30
134,269,12,1,0,200,10,80,20,800,400,20,12,30
146,270,12,1,0,200,10,80,20,800,400,20,12,30
158,271,12,1,0,200,10,80,20,800,400,20,12,30
170,272,12,1,0,200,10,80,20,800,400,20,12,30
182,273,12,1,0,200,10,80,20,800,400,20,12,30
194,274,12,1,0,200,10,80,20,800,400,20,12,30
206,275,12,1,0,200,10,80,20,800,400,20,12,30
218,276,12,1,0,200,10,80,20,800,400,20,12,30
230,277,12,1,0,200,10,80,20,800,400,20,12,30
242,278,12,1,0,200,10,80,20,800,400,20,12,30
254,279,12,1,0,200,10,80,20,800,400,20,12,30
266,280,12,1,0,200,10,80,20,800,400,20,12,30
278,281,12,1,0,200,10,80,20,800,400,20,12,30
290,282,12,1,0,200,10,80,20,800,400,20,12,30
302,283,12,1,0,200,10,80,20,800,400,20,12,30
314,284,12,1,0,200,10,80,20,800,400,20,12,30
326,285,12,1,0,200,10,80,20,800,400,20,12,30
338,286,12,1,0,200,10,80,20,800,400,20,12,30
350,287,12,1,0,200,10,80,20,800,400,20,12,30
362,288,12,1,0,200,10,80,20,800,400,20,12,30
374,289,12,1,0,200,10,80,20,800,400,20,12,30
386,290,12,1,0,200,10,80,20,800,400,20,12,30
398,291,12,1,0,200,10,80,20,800,400,20,12,30
410,292,12,1,0,200,10,80,20,800,400,20,12,30
422,293,12,1,0,200,10,80,20,800,400,20,12,30
434,294,12,1,0,200,10,80,20,800,400,20,12,30
446,295,12,1,0,200,10,80,20,800,400,20,12,30
458,296,12,1,0,200,10,80,20,800,400,20,12,30
470,297,12,1,0,200,10,80,20,800,400,20,12,30
482,298,12,1,0,200,10,80,20,800,400,20,12,30
494,299,12,1,0,200,10,80,20,800,400,20,12,30
506,300,12,1,0,200,10,80,20,800,400,20,12,30
518,301,12,1,0,200,10,80,20,800,400,20,12,30
530,302,12,1,0,200,10,80,20,800,400,20,12,30
542,303,12,1,0,200,10,80,20,800,400,20,12,30
554,304,12,1,0,200,10,80,20,800,400,20,12,30
566,305,12,1,0,200,10,80,20,800,400,20,12,30
578,306,12,1,0,200,10,80,20,800,400,20,12,30
590,307,12,1,0,200,10,80,20,800,400,20,12,30
602,308,12,1,0,200,10,80,20,800,400,20,12,30
614,309,12,1,0,200,10,80,20,800,400,20,12,30
626,310,12,1,0,200,10,80,20,800,400,20,12,30
638,311,12,1,0,200,10,80,20,800,400,20,12,30
650,312,12,1,0,200,10,80,20,800,400,20,12,30
662,313,12,1,0,200,10,80,20,800,400,20,12,30
674,314,12,1,0,200,10,80,20,800,400,20,12,30
686,315,12,1,0,200,10,80,20,800,400,20,12,30
698,316,12,1,0,200,10,80,20,800,400,20,12,30
710,317,12,1,0,200,10,80,20,800,400,20,12,30
722,318,12,1,0,200,10,80,20,800,400,20,12,30
734,319,12,1,0,200,10,80,20,800,400,20,12,30
746,320,12,1,0,200,10,80,20,800,400,20,12,30
758,321,12,1,0,200,10,80,20,800,400,20,12,30
770,322,12,1,0,200,10,80,20,800,400,20,12,30
782,323,12,1,0,200,10,80,20,800,400,20,12,30
758,204,-12,4,0,200,10,80,20,800,400,20,12,30
746,208,-12,4,0,200,10,80,20,800,400,20,12,30
734,212,-12,4,0,200,10,80,20,800,400,20,12,30
722,216,-12,4,0,200,10,80,20,800,400,20,12,30
710,220,-12,4,0,200,10,80,20,800,400,20,12,30
698,224,-12,4,0,200,10,80,20,800,400,20,12,30
686,228,-12,4,0,200,10,80,20,800,400,20,12,30
674,232,-12,4,0,200,10,80,20,800,400,20,12,30
662,236,-12,4,0,200,10,80,20,800,400,20,12,30
650,240,-12,4,0,200,10,80,20,800,400,20,12,30
638,244,-12,4,0,200,10,80,20,800,400,20,12,30
626,248,-12,4,0,200,10,80,20,800,400,20,12,30
614,252,-12,4,0,200,10,80,20,800,400,20,12,30
602,256,-12,4,0,200,10,80,20,800,400,20,12,30
590,260,-12,4,0,200,10,80,20,800,400,20,12,30
578,264,-12,4,0,200,10,80,20,800,400,20,12,30
566,268,-12,4,0,200,10,80,20,800,400,20,12,30
554,272,-12,4,0,200,10,80,20,800,400,20,12,30
542,276,-12,4,0,200,10,80,20,800,400,20,12,30
530,280,-12,4,0,200,10,80,20,800,400,20,12,30
518,284,-12,4,0,200,10,80,20,800,400,20,12,30
506,288,-12,4,0,200,10,80,20,800,400,20,12,30
494,292,-12,4,0,200,10,80,20,800,400,20,12,30
482,296,-12,4,0,200,10,80,20,800,400,20,12,30
470,300,-12,4,0,200,10,80,20,800,400,20,12,30
458,304,-12,4,0,200,10,80,20,800,400,20,12,30
446,308,-12,4,0,200,10,80,20,800,400,20,12,30
434,312,-12,4,0,200,10,80,20,800,400,20,12,30
422,316,-12,4,0,200,10,80,20,800,400,20,12,30
410,320,-12,4,0,200,10,80,20,800,400,20,12,30
398,324,-12,4,0,200,10,80,20,800,400,20,12,30
386,328,-12,4,0,200,10,80,20,800,400,20,12,30
374,332,-12,4,0,200,10,80,20,800,400,20,12,30
362,336,-12,4,0,200,10,80,20,800,400,20,12,30
350,340,-12,4,0,200,10,80,20,800,400,20,12,30
338,344,-12,4,0,200,10,80,20,800,400,20,12,30
326,348,-12,4,0,200,10,80,20,800,400,20,12,30
314,352,-12,4,0,200,10,80,20,800,400,20,12,30
302,356,-12,4,0,200,10,80,20,800,400,20,12,30
290,360,-12,4,0,200,10,80,20,800,400,20,12,30
278,364,-12,4,0,200,10,80,20,800,400,20,12,30
266,368,-12,4,0,200,10,80,20,800,400,20,12,30
254,364,-12,-4,0,200,10,80,20,800,400,20,12,30
242,360,-12,-4,0,200,10,80,20,800,400,20,12,30
230,356,-12,-4,0,200,10,80,20,800,400,20,12,30
218,352,-12,-4,0,200,10,80,20,800,400,20,12,30
206,348,-12,-4,0,200,10,80,20,800,400,20,12,30
194,344,-12,-4,0,200,10,80,20,800,400,20,12,30
182,340,-12,-4,0,200,10,80,20,800,400,20,12,30
170,336,-12,-4,0,200,10,80,20,800,400,20,12,30
158,332,-12,-4,0,200,10,80,20,800,400,20,12,30
146,328,-12,-4,0,200,10,80,20,800,400,20,12,30
134,324,-12,-4,0,200,10,80,20,800,400,20,12,30
122,320,-12,-4,0,200,10,80,20,800,400,20,12,30
110,316,-12,-4,0,200,10,80,20,800,400,20,12,30
98,312,-12,-4,0,200,10,80,20,800,400,20,12,30
86,308,-12,-4,0,200,10,80,20,800,400,20,12,30
74,304,-12,-4,0,200,10,80,20,800,400,20,12,30
62,300,-12,-4,0,200,10,80,20,800,400,20,12,30
50,296,-12,-4,0,200,10,80,20,800,400,20,12,30
38,292,-12,-4,0,200,10,80,20,800,400,20,12,30
50,288,12,-4,0,200,10,80,20,800,400,20,12,30
62,284,12,-4,0,200,10,80,20,800,400,20,12,30
74,280,12,-4,0,200,10,80,20,800,400,20,12,30
86,276,12,-4,0,200,10,80,20,800,400,20,12,30
98,272,12,-4,0,200,10,80,20,800,400,20,12,30
110,268,12,-4,0,200,10,80,20,800,400,20,12,30
122,264,12,-4,0,200,10,80,20,800,400,20,12,30
134,260,12,-4,0,200,10,80,20,800,400,20,12,30
146,256,12,-4,0,200,10,80,20,800,400,20,12,30
158,252,12,-4,0,200,10,80,20,800,400,20,12,30
170,248,12,-4,0,200,10,80,20,800,400,20,12,30
182,244,12,-4,0,200,10,80,20,800,400,20,12,30
194,240,12,-4,0,200,10,80,20,800,400,20,12,30
206,236,12,-4,0,200,10,80,20,800,400,20,12,30
218,232,12,-4,0,200,10,80,20,800,400,20,12,30
230,228,12,-4,0,200,10,80,20,800,400,20,12,30
242,224,12,-4,0,200,10,80,20,800,400,20,12,30
254,220,12,-4,0,200,10,80,20,800,400,20,12,30
266,216,12,-4,0,200,10,80,20,800,400,20,12,30
278,212,12,-4,0,200,10,80,20,800,400,20,12,30
290,208,12,-4,0,200,10,80,20,800,400,20,12,30
302,204,12,-4,0,200,10,80,20,800,400,20,12,30
314,200,12,-4,0,200,10,80,20,800,400,20,12,30
326,196,12,-4,0,200,10,80,20,800,400,20,12,30
338,192,12,-4,0,200,10,80,20,800,400,20,12,30
